name,address,primary_category,type,subtype,food_tier,lat,lon,color_r,color_g,color_b,osm_id,osm_type,osm_shop,osm_amenity,brand,opening_hours,website,phone,geocode_source
Mount Calvary Lutheran Church,"1603, West 32nd Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.0938795,-80.1053813,168,85,247,8112067109,node,,place_of_worship,,,,,openstreetmap
Mount Carmel Church,,Civic & Social,Faith Community,Place of Worship,,41.5153565,-79.775739,168,85,247,357299409,node,,place_of_worship,,,,,openstreetmap
Mount Gerizim Christian Center,"823, Cherry Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1219079,-80.0965159,168,85,247,8510754127,node,,place_of_worship,,,,,openstreetmap
Mount Hope Church,,Civic & Social,Faith Community,Place of Worship,,41.5869995,-79.962557,168,85,247,357343315,node,,place_of_worship,,,,,openstreetmap
Mount Joy Church,,Civic & Social,Faith Community,Place of Worship,,41.5425547,-79.9486686,168,85,247,357299564,node,,place_of_worship,,,,,openstreetmap
Mount Pleasant Baptist Church,"1813, Schaal Avenue, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1316421,-80.041683,168,85,247,832649871,way,,place_of_worship,,,https://mountpleasantmbc.com/,+18144597493,openstreetmap
Mount Pleasant Church,,Civic & Social,Faith Community,Place of Worship,,41.5031105,-79.9172798,168,85,247,357299960,node,,place_of_worship,,,,,openstreetmap
Mount Pleasant Church,,Civic & Social,Faith Community,Place of Worship,,41.8344755,-79.7926325,168,85,247,872169717,way,,place_of_worship,,,,,openstreetmap
Mount Zion Apostolic Faith Church of God,"757, East 18th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.124759,-80.0603489,168,85,247,9913178497,node,,place_of_worship,,,,,openstreetmap
Mount Zion Seventh Day Adventist Church,"204, East 24th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1153523,-80.0707804,168,85,247,8115438695,node,,place_of_worship,,,,,openstreetmap
Mumford Church,,Civic & Social,Faith Community,Place of Worship,,41.5242203,-80.132561,168,85,247,357301102,node,,place_of_worship,,,,,openstreetmap
New Apostolic Church,"6005, Perry Highway, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0784223,-80.049142,168,85,247,817678603,way,,place_of_worship,,,,,openstreetmap
New Beginnings Full Gospel Church,"7195, West Ridge Road, Fairview, PA, 16415",Civic & Social,Faith Community,Place of Worship,,42.036173,-80.2468209,168,85,247,8264257772,node,,place_of_worship,,,,,openstreetmap
New Ebenezer Missionary Baptist Church,"2201, Parade Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1184085,-80.0668737,168,85,247,13526985330,node,,place_of_worship,,,,,openstreetmap
New Hope Presbyterian Church,"5440, Washington Avenue, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0745446,-80.0878125,168,85,247,856054835,way,,place_of_worship,,,,,openstreetmap
New Life & Spirit Revival Center,"315, East 9th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1287937,-80.0761454,168,85,247,9410218670,node,,place_of_worship,,,,,openstreetmap
New Life Apostolics of Erie,"4801, Peach Street, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0833463,-80.0885685,168,85,247,9921645747,node,,place_of_worship,,,,,openstreetmap
New Life Community Church,"1755, Lord Road, Fairview, PA, 16415",Civic & Social,Faith Community,Place of Worship,,42.0511689,-80.2559336,168,85,247,9785581238,node,,place_of_worship,,,,,openstreetmap
New Vision Church,"1761, West 26th Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.0972629,-80.1120857,168,85,247,8532707533,node,,place_of_worship,,,,,openstreetmap
North East Alliance Church,"81, East Main Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2168761,-79.8292597,168,85,247,8077980797,node,,place_of_worship,,,,,openstreetmap
North Harbor Baptist Church,"8800, Buffalo Road, Harborcreek, PA, 16421",Civic & Social,Faith Community,Place of Worship,,42.1909921,-79.9145487,168,85,247,7527823259,node,,place_of_worship,,,,,openstreetmap
North Richmond Church,,Civic & Social,Faith Community,Place of Worship,,41.7475572,-79.9786655,168,85,247,357301978,node,,place_of_worship,,,,,openstreetmap
North Shenango Church,,Civic & Social,Faith Community,Place of Worship,,41.6025958,-80.4565527,168,85,247,357301988,node,,place_of_worship,,,,,openstreetmap
Oakland Church,,Civic & Social,Faith Community,Place of Worship,,41.504781,-79.7306094,168,85,247,357342970,node,,place_of_worship,,,,,openstreetmap
Odessa's Place,628,Civic & Social,Faith Community,Place of Worship,,42.1134122,-80.0924192,168,85,247,8521394727,node,,place_of_worship,,,,,openstreetmap
Oil Creek Chapel,,Civic & Social,Faith Community,Place of Worship,,41.7625583,-79.7375522,168,85,247,357346266,node,,place_of_worship,,,,,openstreetmap
Open Door Full Gospel Fellowship Church,"560, East 22nd Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1201828,-80.062878,168,85,247,8575542465,node,,place_of_worship,,,,,openstreetmap
Our Lady of Mercy Church,"837, Bartlett Road, Harborcreek, PA, 16421",Civic & Social,Faith Community,Place of Worship,,42.1786913,-79.9532413,168,85,247,8537770079,node,,place_of_worship,,,,,openstreetmap
Our Lady of Mount Carmel Parish Church,"1553, East Grandview Boulevard, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1072401,-80.0277263,168,85,247,7692807172,node,,place_of_worship,,,,,openstreetmap
Our Lady of Peace,"2401, West 38th Street, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.081426,-80.1212142,168,85,247,7674088944,node,,place_of_worship,,,,,openstreetmap
Our Lady of the Lake Church,,Civic & Social,Faith Community,Place of Worship,,41.8756791,-80.1372063,168,85,247,961643834,way,,place_of_worship,,,,,openstreetmap
Palyul Choekhor Ling,"5000, Conrad Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.106676,-80.0190103,168,85,247,9388670755,node,,place_of_worship,,,,,openstreetmap
Park United Methodist Church,"30, North Lake Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2171475,-79.83365,168,85,247,8078156339,node,,place_of_worship,,,,,openstreetmap
Phillipsville United Methodist Church,"11469, Phillipsville Road, Wattsburg, PA, 16442",Civic & Social,Faith Community,Place of Worship,,42.038355,-79.8829837,168,85,247,7613952798,node,,place_of_worship,,,,,openstreetmap
Pine Grove Church,,Civic & Social,Faith Community,Place of Worship,,41.5986657,-80.0500583,168,85,247,357304128,node,,place_of_worship,,,,,openstreetmap
Plain View Mennonite Church,,Civic & Social,Faith Community,Place of Worship,,41.6464766,-79.9576051,168,85,247,1121704381,way,,place_of_worship,,,,,openstreetmap
Pleasantville Alliance Church,,Civic & Social,Faith Community,Place of Worship,,41.6949478,-80.1204833,168,85,247,357304526,node,,place_of_worship,,,,,openstreetmap
Praise Cathedral Church of God,"5335, Station Road, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.1924443,-79.8364245,168,85,247,8402346320,node,,place_of_worship,,,,,openstreetmap
Presbyterian Church,,Civic & Social,Faith Community,Place of Worship,,41.8019529,-80.0596777,168,85,247,860274450,way,,place_of_worship,,,,,openstreetmap
Primera Iglesia Ebenezer Church,"1701, Chestnut Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1161595,-80.0866213,168,85,247,999613634,way,,place_of_worship,,,,,openstreetmap
Prince Hall Temple,"1616, Parade Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1227136,-80.070399,168,85,247,8172025645,node,,place_of_worship,,,,,openstreetmap
Prince of Peace Lutheran Church,"9263, Lake Pleasant Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0625059,-79.9794541,168,85,247,10556852750,node,,place_of_worship,,,,,openstreetmap
Providence Reformed Baptist Church,"7870, West Ridge Road, Fairview, PA, 16415",Civic & Social,Faith Community,Place of Worship,,42.0250127,-80.2635169,168,85,247,8158523377,node,,place_of_worship,,,,,openstreetmap
ReaLife Assembly of God,"3902, West 38th Street, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.0696877,-80.1562157,168,85,247,8411982857,node,,place_of_worship,,,,,openstreetmap
Redeemed Christian Church of God,"1654, West Gore Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.079846,-80.0954488,168,85,247,8446086840,node,,place_of_worship,,,,,openstreetmap
Roman Catholic Diocese of Millcreek,"429, East Grandview Boulevard, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.0981697,-80.0510142,168,85,247,7700320783,node,,place_of_worship,,,,,openstreetmap
Russian Old Rite Orthodox Church of the Nativity,"247, East Front Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,,42.1361172,-80.0826947,168,85,247,850510945,way,,place_of_worship,,,,,openstreetmap
Sacred Heart Catholic Church,"816, West 26th Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.1059473,-80.0912689,168,85,247,8525102587,node,,place_of_worship,,,,,openstreetmap
Saegertown Community Church,,Civic & Social,Faith Community,Place of Worship,,41.7221794,-80.1493604,168,85,247,1128111021,way,,place_of_worship,,,,,openstreetmap
Safe Life Church,"3304, McClelland Avenue, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.1243511,-80.0200686,168,85,247,7671108650,node,,place_of_worship,,,,,openstreetmap
Saint Agatha's Church,,Civic & Social,Faith Community,Place of Worship,,41.6351823,-80.1507497,168,85,247,5528933307,node,,place_of_worship,,,,,openstreetmap
Saint Andrew Catholic Church,"1116, West 7th Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.120161,-80.1082561,168,85,247,9934304635,node,,place_of_worship,,,,,openstreetmap
Saint Ann Catholic Church,"921, East Avenue, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1341245,-80.0600482,168,85,247,9296606815,node,,place_of_worship,,,,,openstreetmap
Saint Augustine Church,"427, West Plum Street, Edinboro, PA, 16412",Civic & Social,Faith Community,Place of Worship,,41.8798643,-80.143856,168,85,247,7703374594,node,,place_of_worship,,,,,openstreetmap
Saint Boniface Catholic Church,"9367, Wattsburg Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0665874,-79.9707552,168,85,247,8403374088,node,,place_of_worship,,,,,openstreetmap
Saint Brigid,,Civic & Social,Faith Community,Place of Worship,,41.6363245,-80.1488455,168,85,247,1094973529,way,,place_of_worship,,,,,openstreetmap
Saint Casimir Catholic Church,"630, Hess Avenue, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.139055,-80.0575917,168,85,247,8009986378,node,,place_of_worship,,,,,openstreetmap
Saint Cyril & Methodius Catholic Church,"1022, Tilden Drive, Girard, PA, 16417",Civic & Social,Faith Community,Place of Worship,,42.0098362,-80.306192,168,85,247,9137602911,node,,place_of_worship,,,,,openstreetmap
Saint Francis Xavier Catholic Church,"8880, Edinboro Road, McKean, PA, 16426",Civic & Social,Faith Community,Place of Worship,,42.0002035,-80.1429712,168,85,247,8174664836,node,,place_of_worship,,,,,openstreetmap
Saint George Catholic Church,"5145, Peach Street, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0784805,-80.091124,168,85,247,7573458934,node,,place_of_worship,,,,,openstreetmap
Saint Gregory Catholic Church,"50, South Pearl Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2126011,-79.8368956,168,85,247,8184928447,node,,place_of_worship,,,,,openstreetmap
Saint Hedwig Catholic Church,"521, East 3rd Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,,42.1363641,-80.0757766,168,85,247,9864166434,node,,place_of_worship,,,,,openstreetmap
Saint Hippolytes Church,,Civic & Social,Faith Community,Place of Worship,,41.6122771,-80.0217241,168,85,247,357307911,node,,place_of_worship,,,,,openstreetmap
Saint James African Methodist Episcopal Church,"236, East 11th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1265908,-80.0770345,168,85,247,10275901441,node,,place_of_worship,,,,,openstreetmap
Saint James Lutheran Church,"6851, Old Ridge Road, Fairview, PA, 16415",Civic & Social,Faith Community,Place of Worship,,42.048021,-80.2365871,168,85,247,9269810992,node,,place_of_worship,,,,,openstreetmap
Saint James Roman Catholic Church,"2635, Buffalo Road, Erie, PA, 16510",Civic & Social,Faith Community,Place of Worship,,42.137858,-80.0195678,168,85,247,808911403,way,,place_of_worship,,,https://www.saintjamesrcc.org/,+18148996178,openstreetmap
Saint John Baptist Church,"509, East 26th Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1156643,-80.0621667,168,85,247,8358835471,node,,place_of_worship,,,,,openstreetmap
Saint John's,"7474, Mercer Pike, Meadville, PA, 16335",Civic & Social,Faith Community,Place of Worship,,41.5671694,-80.1568202,168,85,247,582394971,way,,place_of_worship,,,,,openstreetmap
Saint Johns Church,,Civic & Social,Faith Community,Place of Worship,,41.5233872,-79.9761694,168,85,247,357308629,node,,place_of_worship,,,,,openstreetmap
Saint Johns Evangelical Lutheran Church,"2216, Peach Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1139819,-80.0773687,168,85,247,8349908405,node,,place_of_worship,,,,,openstreetmap
Saint Joseph Catholic Church,"147, West 24th Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1121675,-80.0779307,168,85,247,9440817008,node,,place_of_worship,,,,,openstreetmap
Saint Jude Catholic Church,"2801, West 6th Street, Erie, PA, 16505",Civic & Social,Faith Community,Place of Worship,,42.1059607,-80.1469798,168,85,247,7887848511,node,,place_of_worship,,,,,openstreetmap
Saint Julia Catholic Church,"3750, West Lake Road, Erie, PA, 16505",Civic & Social,Faith Community,Place of Worship,,42.097224,-80.1700447,168,85,247,863563693,way,,place_of_worship,,,https://www.stjuliaerie.com/,+18148334347,openstreetmap
Saint Luke Catholic Church,"421, East 38th Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1051691,-80.0571243,168,85,247,8503902139,node,,place_of_worship,,,,,openstreetmap
Saint Mark's Episcopal Church,"4701, Old French Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0960875,-80.0582355,168,85,247,7925725860,node,,place_of_worship,,,,,openstreetmap
Saint Marks Church,,Civic & Social,Faith Community,Place of Worship,,41.5569984,-80.0745039,168,85,247,357309213,node,,place_of_worship,,,,,openstreetmap
Saint Mary's Episcopal Church,"662, Silliman Avenue, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,,42.1536828,-80.0161655,168,85,247,7728471149,node,,place_of_worship,,,,,openstreetmap
Saint Mary's Orthodox Church,"721, East 5th Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,,42.1362003,-80.0695003,168,85,247,10273200483,node,,place_of_worship,,,,,openstreetmap
Saint Matthias Church,,Civic & Social,Faith Community,Place of Worship,,42.0756109,-79.6975494,168,85,247,357586522,node,,place_of_worship,,,,,openstreetmap
Saint Nicholas Church,,Civic & Social,Faith Community,Place of Worship,,41.8600556,-80.2653388,168,85,247,357309926,node,,place_of_worship,,,,,openstreetmap
Saint Nicholas Orthodox Church,"1123, East Avenue, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1322425,-80.0589715,168,85,247,882876406,way,,place_of_worship,,,,,openstreetmap
Saint Patrick Catholic Church,"134, East 4th Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,,42.1328664,-80.083792,168,85,247,841384662,way,,place_of_worship,,,,,openstreetmap
Saint Paul's Catholic Church,"1617, Walnut Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1159052,-80.0895164,168,85,247,998805526,way,,place_of_worship,,,,,openstreetmap
Saint Paul's Lutheran Church,"3108, Sterrettania Road, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.082151,-80.1411419,168,85,247,8297608391,node,,place_of_worship,,,,,openstreetmap
Saint Paul's Lutheran Church,"30, Clinton Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2113786,-79.8379397,168,85,247,8761187236,node,,place_of_worship,,,,,openstreetmap
Saint Paul's Reformed Church,"1070, Park Avenue, Meadville, PA, 16335",Civic & Social,Faith Community,Place of Worship,,41.6342592,-80.1546067,168,85,247,977616541,way,,place_of_worship,,,,,openstreetmap
Saint Peter & Paul Catholic Church,"3415, Wallace Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1087764,-80.0573615,168,85,247,7897679889,node,,place_of_worship,,,,,openstreetmap
Saint Peter Cathedral Church,"230, West 10th Street, Erie, PA, 16501",Civic & Social,Faith Community,Place of Worship,,42.1242567,-80.0870879,168,85,247,8312864190,node,,place_of_worship,,,https://www.stpetercathedral.com,+1 814-453-6677,openstreetmap
Saint Peter's Lutheran Church,"3968, Hershey Road, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.04284,-80.1403526,168,85,247,357310622,node,,place_of_worship,,,,,openstreetmap
Saint Peter's Lutheran Church,"1500, Freeport Road, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2260634,-79.8340648,168,85,247,12521778876,node,,place_of_worship,,,,,openstreetmap
Saint Stanislaus Catholic Church,"516, East 13th Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1271327,-80.069539,168,85,247,8210169567,node,,place_of_worship,,,,,openstreetmap
Saint Stephen's Episcopal Church,"1070, Dutch Road, Fairview, PA, 16415",Civic & Social,Faith Community,Place of Worship,,42.0661087,-80.2345153,168,85,247,8235254946,node,,place_of_worship,,,,,openstreetmap
Saint Titus Roman Catholic Church,"513, West Main Street, Titusville, PA, 16354",Civic & Social,Faith Community,Place of Worship,,41.6278482,-79.6814059,168,85,247,4727135736,node,,place_of_worship,,,,,openstreetmap
Saints Peter and Paul Church,,Civic & Social,Faith Community,Place of Worship,,41.5778321,-80.0667256,168,85,247,357311077,node,,place_of_worship,,,,,openstreetmap
Saints Peter and Paul Orthodox Church,"25636, North Mosiertown Road, Crossingville, PA, 16412",Civic & Social,Faith Community,Place of Worship,,41.8287762,-80.2368106,168,85,247,1450033479,way,,place_of_worship,,,https://orthodoxcrossingville.org/,+1-814-734-3801,openstreetmap
Salvation Ministries,"2249, West 38th Street, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.0812051,-80.1168202,168,85,247,9289112974,node,,place_of_worship,,,,,openstreetmap
San Juan United Methodist Church,"1430, Buffalo Road, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1291856,-80.0434555,168,85,247,808944899,way,,place_of_worship,,,,,openstreetmap
Second Baptist Church,"757, East 26th Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1180636,-80.0559854,168,85,247,7573132299,node,,place_of_worship,,,,,openstreetmap
Shiloh Baptist Church,"901, East 5th Street, Erie, PA, 16507",Civic & Social,Faith Community,Place of Worship,,42.1376482,-80.0654831,168,85,247,885955118,way,,place_of_worship,,,,,openstreetmap
Simpson United Methodist Church,"2113, Sassafras Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1145211,-80.0797214,168,85,247,8349992778,node,,place_of_worship,,,,,openstreetmap
Sisters Saint Joseph,"5031, West Ridge Road, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.0666131,-80.1867301,168,85,247,7795058050,node,,place_of_worship,,,,,openstreetmap
South Harborcreek United Methodist Church,"7929, McGill Road, Harborcreek, PA, 16421",Civic & Social,Faith Community,Place of Worship,,42.1505235,-79.9254329,168,85,247,8361466641,node,,place_of_worship,,,,,openstreetmap
South Ripley Church,,Civic & Social,Faith Community,Place of Worship,,42.1956127,-79.7056026,168,85,247,357590321,node,,place_of_worship,,,,,openstreetmap
South Shenango Church,,Civic & Social,Faith Community,Place of Worship,,41.5403315,-80.4284015,168,85,247,357313168,node,,place_of_worship,,,,,openstreetmap
Southside Baptist Church,"8184, Peach Street, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0441595,-80.0768704,168,85,247,7545690162,node,,place_of_worship,,,,,openstreetmap
Spartansburg Baptist Church,,Civic & Social,Faith Community,Place of Worship,,41.8237156,-79.6908935,168,85,247,1121514297,way,,place_of_worship,,,,,openstreetmap
Spartansburg Christian Missionary,,Civic & Social,Faith Community,Place of Worship,,41.8244193,-79.68006,168,85,247,1121227157,way,,place_of_worship,,,,,openstreetmap
Spartansburg United Methodist Church,,Civic & Social,Faith Community,Place of Worship,,41.8238956,-79.6846156,168,85,247,1121514296,way,,place_of_worship,,,,,openstreetmap
St Margarets,,Civic & Social,Faith Community,Place of Worship,,41.4910472,-80.4421687,168,85,247,1052361147,way,,place_of_worship,,,,,openstreetmap
St. Anthony's Catholic Church,,Civic & Social,Faith Community,Place of Worship,,41.8009615,-80.059749,168,85,247,860274448,way,,place_of_worship,,,,,openstreetmap
St. John Baptist Church,,Civic & Social,Faith Community,Place of Worship,,41.641418,-80.149366,168,85,247,1119712882,way,,place_of_worship,,,,,openstreetmap
St. Mary's Roman Catholic Church,"1093, Water Street, Meadville, PA, 16335",Civic & Social,Faith Community,Place of Worship,,41.6341116,-80.1563526,168,85,247,640949193,way,,place_of_worship,,,,,openstreetmap
State Line Church,,Civic & Social,Faith Community,Place of Worship,,41.4951462,-80.5142704,168,85,247,1051304081,way,,place_of_worship,,,,,openstreetmap
State Line United Methodist Church,,Civic & Social,Faith Community,Place of Worship,,41.8633887,-80.5197939,168,85,247,357466554,node,,place_of_worship,,,,,openstreetmap
State Line United Methodist Church,"12591, East Main Street, North East, PA, 16428",Civic & Social,Faith Community,Place of Worship,,42.2430796,-79.7619587,168,85,247,8184743205,node,,place_of_worship,,,,,openstreetmap
State Road Church,,Civic & Social,Faith Community,Place of Worship,,41.6625554,-80.0856134,168,85,247,357314625,node,,place_of_worship,,,,,openstreetmap
Sterrettania Alliance Church,"6750, West Road, McKean, PA, 16426",Civic & Social,Faith Community,Place of Worship,,42.0035931,-80.1966203,168,85,247,8322148027,node,,place_of_worship,,,,,openstreetmap
Still Waters Mennonite Church,"66, East Main Street, 14775",Civic & Social,Faith Community,Place of Worship,,42.2688889,-79.7044444,168,85,247,357645041,node,,place_of_worship,,,,+1 716-252-6515,openstreetmap
Stone United Methodist Church,,Civic & Social,Faith Community,Place of Worship,,41.6373261,-80.1508882,168,85,247,1081028707,way,,place_of_worship,,,,,openstreetmap
Sugar Lake Church,,Civic & Social,Faith Community,Place of Worship,,41.5600552,-79.9331125,168,85,247,357315410,node,,place_of_worship,,,,,openstreetmap
Summit United Methodist Church,"1510, West Townhall Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0312228,-80.049309,168,85,247,8174481803,node,,place_of_worship,,,,,openstreetmap
Sunnyside Church,,Civic & Social,Faith Community,Place of Worship,,41.6222766,-80.2720069,168,85,247,357315620,node,,place_of_worship,,,,,openstreetmap
Superior Emmanuel Church,"735, Brown Avenue, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1101715,-80.09326,168,85,247,7896912762,node,,place_of_worship,,,,,openstreetmap
Tamang Buddhist Cultural Center,"861, Silliman Avenue, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,,42.1517797,-80.0141697,168,85,247,7727550036,node,,place_of_worship,,,,,openstreetmap
Temple Anshe Hesed,"5401, Old Zuck Road, Erie, PA, 16506",Civic & Social,Faith Community,Place of Worship,,42.0647443,-80.1186563,168,85,247,816342941,way,,place_of_worship,,,https://www.taherie.org/,,openstreetmap
The Church of Jesus Christ,"3126, State Street, Erie, PA, 16508",Civic & Social,Faith Community,Place of Worship,,42.1069873,-80.0707143,168,85,247,8497339264,node,,place_of_worship,,,,,openstreetmap
The Church of Jesus Christ of Latter-day Saints,"1101, South Hill Road, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0671514,-80.0694633,168,85,247,894972058,way,,place_of_worship,,,https://local.churchofjesuschrist.org/en/us/pa/erie/1101-south-hill-road,+18144069422,openstreetmap
The Church of Saint Mark the Evangelist,"695, Smithson Avenue, Erie, PA, 16511",Civic & Social,Faith Community,Place of Worship,,42.1539833,-80.0142114,168,85,247,7727514004,node,,place_of_worship,,,,,openstreetmap
The Light of the World Church,"2424, Peach Street, Erie, PA, 16502",Civic & Social,Faith Community,Place of Worship,,42.1124119,-80.0758718,168,85,247,8349841359,node,,place_of_worship,,,,,openstreetmap
The Smith Chapel,"4701, College Drive, Erie, PA, 16563",Civic & Social,Faith Community,Place of Worship,,42.119838,-79.979776,168,85,247,8085765844,node,,place_of_worship,,,,,openstreetmap
The Valley Church,"1118, Main Street, Conneautville, PA, 16406",Civic & Social,Faith Community,Place of Worship,,41.7568174,-80.3677432,168,85,247,506117695,way,,place_of_worship,,,,+1 814 587 3000,openstreetmap
Townville Baptist Church,"33274, North Main Street, Townville, PA, 16360",Civic & Social,Faith Community,Place of Worship,,41.6810356,-79.8838018,168,85,247,1093688848,way,,place_of_worship,,,,,openstreetmap
Townville Unted Methodist Church,"33279, North Main Street, Townville, PA, 16360",Civic & Social,Faith Community,Place of Worship,,41.6799861,-79.8837,168,85,247,341897706,way,,place_of_worship,,,,,openstreetmap
Trinity Church,,Civic & Social,Faith Community,Place of Worship,,41.5142247,-79.7775549,168,85,247,357317068,node,,place_of_worship,,,,,openstreetmap
Trinity Lutheran Church,"14, East 38th Street, Erie, PA, 16504",Civic & Social,Faith Community,Place of Worship,,42.1025599,-80.0668064,168,85,247,7593209714,node,,place_of_worship,,,,,openstreetmap
Trinity Lutheran Church,"4950, North Main Street, McKean, PA, 16426",Civic & Social,Faith Community,Place of Worship,,42.0005299,-80.1415715,168,85,247,8174742091,node,,place_of_worship,,,,,openstreetmap
Triumphant Life Church,"5651, Perry Highway, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0828084,-80.056312,168,85,247,8321960586,node,,place_of_worship,,,,,openstreetmap
True Holiness Church,"133, East 23rd Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1152282,-80.0725517,168,85,247,11716671238,node,,place_of_worship,,,,,openstreetmap
Tryonville United Methodist Church,,Civic & Social,Faith Community,Place of Worship,,41.7015008,-79.7903174,168,85,247,1121042399,way,,place_of_worship,,,,,openstreetmap
Union City Church of the Nazarene,,Civic & Social,Faith Community,Place of Worship,,41.8923239,-79.8483716,168,85,247,1151952504,way,,place_of_worship,,,,,openstreetmap
Union City Full Gospel Church,,Civic & Social,Faith Community,Place of Worship,,41.9046489,-79.8854998,168,85,247,1172045270,way,,place_of_worship,,,,,openstreetmap
Union-Amity Church,,Civic & Social,Faith Community,Place of Worship,,41.9375551,-79.8436628,168,85,247,357318233,node,,place_of_worship,,,,,openstreetmap
Unitarian Universalist Congregation of Erie,"7180, Perry Highway, Erie, PA, 16509",Civic & Social,Faith Community,Place of Worship,,42.0762573,-80.0476817,168,85,247,817676680,way,,place_of_worship,,,https://uuerie.org/,+1 814 864 9300,openstreetmap
United Faith Fellowship,,Civic & Social,Faith Community,Place of Worship,,41.6404192,-80.1437366,168,85,247,1117673432,way,,place_of_worship,,,,,openstreetmap
United Pentecostal Church of West County,"1896, Holliday Road, East Springfield, PA, 16411",Civic & Social,Faith Community,Place of Worship,,41.9930017,-80.4248636,168,85,247,9488313276,node,,place_of_worship,,,,,openstreetmap
Unity in Edinboro,,Civic & Social,Faith Community,Place of Worship,,41.8725306,-80.1314074,168,85,247,1368031260,way,,place_of_worship,,,,,openstreetmap
Urban Ministries,"926, Parade Street, Erie, PA, 16503",Civic & Social,Faith Community,Place of Worship,,42.1288826,-80.0744872,168,85,247,8171473483,node,,place_of_worship,,,,,openstreetmap
