GEOID,county_fips,county_name,tract_code,tract_name,year,median_household_income,poverty_rate,bachelors_rate,rent_burden_rate,no_vehicle_rate,total_population,median_age,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,white_non_hispanic,black_alone,hispanic_latino,asian_alone,other_race,race_total,snap_participation_rate
42039112001,039,Crawford County,112001,"Census Tract 1120.01, Crawford County, Pennsylvania",2021,56161.0,6.0,8.5,7.4,3.0,2417,53.6,96.2,0.0,2.2,0.4,1.2,2326,0,53,9,29,2417,15.3
42039112002,039,Crawford County,112002,"Census Tract 1120.02, Crawford County, Pennsylvania",2021,49250.0,9.7,8.8,35.6,2.6,1302,59.6,96.5,0.0,2.5,0.0,1.0,1257,0,33,0,12,1302,17.2
42047950100,047,Elk County,950100,"Census Tract 9501, Elk County, Pennsylvania",2021,50875.0,13.1,12.5,15.9,1.5,1559,46.3,94.1,0.0,0.0,0.8,5.1,1467,0,0,13,79,1559,8.7
42047950200,047,Elk County,950200,"Census Tract 9502, Elk County, Pennsylvania",2021,57266.0,6.9,10.0,13.2,3.1,2894,51.1,98.5,0.0,0.7,0.3,0.5,2852,0,21,8,13,2894,9.7
42047950400,047,Elk County,950400,"Census Tract 9504, Elk County, Pennsylvania",2021,53788.0,13.4,16.7,16.5,12.3,4036,42.3,94.8,2.2,0.7,0.0,2.3,3827,89,30,0,90,4036,20.2
42047950500,047,Elk County,950500,"Census Tract 9505, Elk County, Pennsylvania",2021,48125.0,13.8,11.8,3.0,9.7,2282,44.6,95.4,0.0,3.2,0.0,1.4,2176,0,74,0,32,2282,18.5
42047950900,047,Elk County,950900,"Census Tract 9509, Elk County, Pennsylvania",2021,57823.0,10.4,10.3,15.4,4.1,2527,46.9,96.8,0.0,0.0,0.0,3.2,2447,0,0,0,80,2527,11.1
42047951000,047,Elk County,951000,"Census Tract 9510, Elk County, Pennsylvania",2021,68989.0,4.9,10.8,1.6,1.3,4968,47.8,97.6,1.2,0.0,1.0,0.2,4849,58,0,49,12,4968,10.6
42047951100,047,Elk County,951100,"Census Tract 9511, Elk County, Pennsylvania",2021,55230.0,9.6,13.0,14.9,10.6,5362,53.0,94.7,0.3,2.0,0.6,2.4,5076,17,105,32,132,5362,17.8
42047951200,047,Elk County,951200,"Census Tract 9512, Elk County, Pennsylvania",2021,51927.0,6.8,13.0,25.5,7.8,2009,51.5,98.4,0.0,0.0,0.6,1.0,1977,0,0,12,20,2009,12.4
42047951300,047,Elk County,951300,"Census Tract 9513, Elk County, Pennsylvania",2021,64038.0,8.6,16.0,14.4,7.1,5400,43.4,96.3,0.6,0.6,0.0,2.5,5202,34,35,0,129,5400,12.9
42049000100,049,Erie County,000100,"Census Tract 1, Erie County, Pennsylvania",2021,13590.0,64.2,12.6,16.6,69.1,1327,59.2,67.5,20.3,8.6,0.0,3.6,896,270,114,0,47,1327,71.3
42049000200,049,Erie County,000200,"Census Tract 2, Erie County, Pennsylvania",2021,63306.0,7.7,21.6,20.1,10.4,3566,55.1,87.0,1.5,3.8,4.3,3.4,3103,54,136,155,118,3566,9.6
42049000300,049,Erie County,000300,"Census Tract 3, Erie County, Pennsylvania",2021,36452.0,31.5,11.8,17.7,25.0,3282,29.2,69.0,10.8,4.8,2.0,13.4,2265,353,159,64,441,3282,35.5
42049000400,049,Erie County,000400,"Census Tract 4, Erie County, Pennsylvania",2021,39514.0,21.1,22.0,17.1,17.8,2085,32.7,45.8,24.8,9.4,3.3,16.7,955,518,196,68,348,2085,43.2
42049000500,049,Erie County,000500,"Census Tract 5, Erie County, Pennsylvania",2021,31296.0,33.3,10.3,30.3,19.5,3253,30.6,45.6,38.4,15.8,0.0,0.2,1483,1249,513,0,8,3253,43.0
42049000600,049,Erie County,000600,"Census Tract 6, Erie County, Pennsylvania",2021,42824.0,21.7,15.5,16.6,18.2,3210,31.3,53.7,22.7,14.5,4.3,4.8,1725,729,465,139,152,3210,39.9
42049000700,049,Erie County,000700,"Census Tract 7, Erie County, Pennsylvania",2021,30521.0,25.5,9.6,28.7,31.0,2056,44.1,53.6,28.4,15.6,0.0,2.4,1102,584,320,0,50,2056,50.3
42049000800,049,Erie County,000800,"Census Tract 8, Erie County, Pennsylvania",2021,21157.0,51.5,8.6,36.5,31.6,1930,35.4,47.3,26.7,16.6,5.2,4.2,912,516,321,100,81,1930,55.9
42049000901,049,Erie County,000901,"Census Tract 9.01, Erie County, Pennsylvania",2021,26219.0,10.2,13.5,37.9,19.1,2034,45.5,74.2,8.8,16.4,0.6,-0.0,1510,178,334,12,0,2034,12.8
42049000902,049,Erie County,000902,"Census Tract 9.02, Erie County, Pennsylvania",2021,16641.0,59.3,13.3,53.1,39.4,2325,23.6,82.7,3.7,6.4,2.2,5.0,1922,85,149,51,118,2325,35.1
42049001000,049,Erie County,001000,"Census Tract 10, Erie County, Pennsylvania",2021,35313.0,31.7,23.3,18.1,19.3,3186,29.6,72.9,6.5,7.7,0.8,12.1,2323,208,245,24,386,3186,30.3
42049001100,049,Erie County,001100,"Census Tract 11, Erie County, Pennsylvania",2021,47468.0,21.1,15.4,19.8,8.2,2770,37.7,71.1,1.8,19.5,0.6,7.0,1970,51,541,17,191,2770,24.9
42049001200,049,Erie County,001200,"Census Tract 12, Erie County, Pennsylvania",2021,22295.0,43.0,8.9,39.5,22.5,3026,37.6,54.4,18.1,4.4,6.9,16.2,1646,547,132,210,491,3026,50.7
42049001300,049,Erie County,001300,"Census Tract 13, Erie County, Pennsylvania",2021,22964.0,51.1,5.7,53.7,30.7,1741,20.9,41.2,35.2,20.2,0.0,3.4,717,612,351,0,61,1741,76.5
42049001400,049,Erie County,001400,"Census Tract 14, Erie County, Pennsylvania",2021,17679.0,66.4,4.2,40.8,56.4,2749,32.9,53.5,31.3,4.8,7.1,3.3,1470,860,133,195,91,2749,58.0
42049001500,049,Erie County,001500,"Census Tract 15, Erie County, Pennsylvania",2021,25313.0,37.4,14.8,14.2,46.9,2909,22.5,21.5,44.9,15.2,6.6,11.8,626,1306,442,191,344,2909,66.3
42049001600,049,Erie County,001600,"Census Tract 16, Erie County, Pennsylvania",2021,36089.0,31.0,10.8,19.8,9.3,4329,37.5,57.9,18.8,12.1,6.3,4.9,2508,813,524,271,213,4329,20.4
42049001700,049,Erie County,001700,"Census Tract 17, Erie County, Pennsylvania",2021,47826.0,17.1,4.0,24.6,19.7,2713,30.0,49.3,26.8,8.8,6.2,8.9,1337,726,239,167,244,2713,41.5
42049001800,049,Erie County,001800,"Census Tract 18, Erie County, Pennsylvania",2021,25330.0,34.6,8.7,41.5,32.5,1991,25.6,34.0,41.7,14.4,0.0,9.9,677,830,287,0,197,1991,64.2
42049001900,049,Erie County,001900,"Census Tract 19, Erie County, Pennsylvania",2021,21301.0,36.5,7.1,29.2,41.2,1558,56.6,78.0,16.3,5.5,0.0,0.2,1216,254,85,0,3,1558,39.0
42049002000,049,Erie County,002000,"Census Tract 20, Erie County, Pennsylvania",2021,46538.0,27.9,13.3,35.3,10.0,3348,32.2,64.7,6.6,17.7,3.4,7.6,2167,222,592,115,252,3348,16.6
42049002100,049,Erie County,002100,"Census Tract 21, Erie County, Pennsylvania",2021,60656.0,15.0,25.6,28.5,2.2,3953,40.8,90.8,7.4,1.1,0.3,0.4,3591,292,43,10,17,3953,13.4
42049002200,049,Erie County,002200,"Census Tract 22, Erie County, Pennsylvania",2021,67697.0,12.8,16.6,23.1,10.0,3848,37.3,79.3,8.4,2.1,0.2,10.0,3051,324,81,6,386,3848,15.2
42049002300,049,Erie County,002300,"Census Tract 23, Erie County, Pennsylvania",2021,37321.0,14.2,8.1,27.3,9.9,2316,37.1,86.6,7.3,0.7,0.6,4.8,2005,169,16,15,111,2316,26.3
42049002400,049,Erie County,002400,"Census Tract 24, Erie County, Pennsylvania",2021,47756.0,9.1,18.5,23.4,11.8,2912,31.8,80.6,1.5,7.1,0.0,10.8,2346,43,208,0,315,2912,24.3
42049002500,049,Erie County,002500,"Census Tract 25, Erie County, Pennsylvania",2021,40603.0,29.6,22.7,31.8,14.7,2629,34.4,66.8,21.5,2.1,0.8,8.8,1756,564,56,22,231,2629,41.9
42049002600,049,Erie County,002600,"Census Tract 26, Erie County, Pennsylvania",2021,37273.0,33.4,13.8,37.5,10.6,4200,38.6,67.8,21.1,3.5,3.5,4.1,2849,885,145,147,174,4200,22.9
42049002700,049,Erie County,002700,"Census Tract 27, Erie County, Pennsylvania",2021,56688.0,4.9,12.6,8.4,6.5,6639,38.2,79.0,8.9,10.6,0.3,1.2,5248,594,705,19,73,6639,17.0
42049002800,049,Erie County,002800,"Census Tract 28, Erie County, Pennsylvania",2021,49583.0,22.8,21.9,28.4,11.3,6626,29.9,88.1,2.3,1.3,4.0,4.3,5836,155,89,268,278,6626,8.4
42049002900,049,Erie County,002900,"Census Tract 29, Erie County, Pennsylvania",2021,78542.0,2.2,29.4,8.7,3.7,2735,49.2,93.2,3.4,0.8,0.7,1.9,2550,93,21,18,53,2735,4.3
42049003000,049,Erie County,003000,"Census Tract 30, Erie County, Pennsylvania",2021,47258.0,13.0,18.8,14.7,8.2,4290,35.9,74.2,10.8,1.7,8.6,4.7,3182,463,72,368,205,4290,20.8
42049010101,049,Erie County,010101,"Census Tract 101.01, Erie County, Pennsylvania",2021,72098.0,9.2,9.6,24.5,2.7,3127,45.6,95.4,0.4,1.2,1.0,2.0,2982,13,37,30,65,3127,9.6
42049010103,049,Erie County,010103,"Census Tract 101.03, Erie County, Pennsylvania",2021,71343.0,7.2,11.8,27.0,3.4,2034,47.9,97.4,0.0,0.8,0.0,1.8,1981,0,17,0,36,2034,15.0
42049010104,049,Erie County,010104,"Census Tract 101.04, Erie County, Pennsylvania",2021,72303.0,6.9,18.5,20.4,2.4,2437,46.5,93.3,2.3,2.5,0.6,1.3,2273,56,61,14,33,2437,7.8
42049010107,049,Erie County,010107,"Census Tract 101.07, Erie County, Pennsylvania",2021,48750.0,12.3,11.9,20.5,11.7,1329,45.4,94.9,1.0,1.8,1.0,1.3,1261,13,24,13,18,1329,21.9
42049010108,049,Erie County,010108,"Census Tract 101.08, Erie County, Pennsylvania",2021,,,1.9,,,2496,39.7,48.2,46.6,4.5,0.0,0.7,1204,1164,113,0,15,2496,
42049010201,049,Erie County,010201,"Census Tract 102.01, Erie County, Pennsylvania",2021,65601.0,9.4,16.5,15.3,5.5,6006,39.0,85.7,0.4,9.4,0.1,4.4,5150,24,562,7,263,6006,17.6
42049010202,049,Erie County,010202,"Census Tract 102.02, Erie County, Pennsylvania",2021,62566.0,14.9,18.9,26.8,4.9,5310,47.6,97.9,0.0,1.1,0.2,0.8,5197,0,57,11,45,5310,17.8
42049010301,049,Erie County,010301,"Census Tract 103.01, Erie County, Pennsylvania",2021,83594.0,8.7,17.6,7.5,6.2,4935,44.3,96.4,0.3,0.0,0.0,3.3,4756,15,0,0,164,4935,9.6
42049010303,049,Erie County,010303,"Census Tract 103.03, Erie County, Pennsylvania",2021,88588.0,7.1,24.3,41.3,6.7,5836,39.4,91.9,0.7,2.8,1.0,3.6,5364,41,165,58,208,5836,11.4
42049010304,049,Erie County,010304,"Census Tract 103.04, Erie County, Pennsylvania",2021,104345.0,2.5,30.3,33.7,5.7,5193,40.4,92.7,0.4,3.0,0.5,3.4,4813,23,156,26,175,5193,7.6
42049010400,049,Erie County,010400,"Census Tract 104, Erie County, Pennsylvania",2021,76556.0,9.8,26.4,37.8,1.4,4933,48.4,97.3,0.2,0.4,0.7,1.4,4800,12,20,34,67,4933,8.3
42049010500,049,Erie County,010500,"Census Tract 105, Erie County, Pennsylvania",2021,58327.0,15.0,25.9,41.7,6.9,3698,51.1,94.8,3.6,0.7,0.9,0.0,3505,134,26,33,0,3698,10.8
42049010700,049,Erie County,010700,"Census Tract 107, Erie County, Pennsylvania",2021,70199.0,3.3,22.4,11.1,5.3,4184,38.1,88.2,0.8,2.1,2.0,6.9,3692,35,87,84,286,4184,6.3
42049010800,049,Erie County,010800,"Census Tract 108, Erie County, Pennsylvania",2021,65885.0,10.2,16.1,27.0,4.3,3449,43.4,93.8,1.3,2.6,1.1,1.2,3234,44,91,38,42,3449,15.3
42049010902,049,Erie County,010902,"Census Tract 109.02, Erie County, Pennsylvania",2021,63735.0,7.7,23.6,29.2,8.8,4014,51.6,93.0,1.2,1.7,2.2,1.9,3732,49,67,87,79,4014,13.0
42049010903,049,Erie County,010903,"Census Tract 109.03, Erie County, Pennsylvania",2021,83899.0,6.6,21.1,38.1,5.5,6985,37.9,93.1,1.8,1.5,2.0,1.6,6506,127,106,140,106,6985,6.9
42049010904,049,Erie County,010904,"Census Tract 109.04, Erie County, Pennsylvania",2021,141298.0,2.4,30.0,0.0,0.0,5565,46.9,92.5,1.0,0.9,4.7,0.9,5150,53,50,260,52,5565,0.5
42049011001,049,Erie County,011001,"Census Tract 110.01, Erie County, Pennsylvania",2021,61417.0,6.2,31.6,11.9,6.2,6806,43.2,88.9,2.1,1.1,4.2,3.7,6053,143,76,284,250,6806,9.5
42049011002,049,Erie County,011002,"Census Tract 110.02, Erie County, Pennsylvania",2021,48164.0,15.4,28.8,35.1,18.6,4322,42.6,89.8,0.7,2.8,5.0,1.7,3879,30,121,217,75,4322,13.1
42049011101,049,Erie County,011101,"Census Tract 111.01, Erie County, Pennsylvania",2021,66985.0,10.7,19.9,10.5,4.5,5280,37.2,87.4,3.4,3.0,0.5,5.7,4615,179,161,25,300,5280,16.7
42049011102,049,Erie County,011102,"Census Tract 111.02, Erie County, Pennsylvania",2021,75900.0,7.5,26.4,20.7,7.2,3317,37.4,85.9,4.2,7.5,0.0,2.4,2848,140,248,0,81,3317,10.5
42049011201,049,Erie County,011201,"Census Tract 112.01, Erie County, Pennsylvania",2021,69107.0,19.7,14.9,43.9,2.0,4508,45.6,92.4,2.6,1.8,0.1,3.1,4164,116,82,3,143,4508,10.8
42049011202,049,Erie County,011202,"Census Tract 112.02, Erie County, Pennsylvania",2021,66502.0,10.8,19.0,7.5,2.4,7300,45.9,91.1,0.3,5.7,0.1,2.8,6648,24,418,7,203,7300,9.0
42049011300,049,Erie County,011300,"Census Tract 113, Erie County, Pennsylvania",2021,50284.0,19.3,14.6,18.0,7.1,3238,36.8,81.0,1.3,7.1,4.1,6.5,2623,41,229,134,211,3238,25.1
42049011400,049,Erie County,011400,"Census Tract 114, Erie County, Pennsylvania",2021,61232.0,18.8,20.6,29.6,4.7,3833,35.9,87.0,9.7,0.5,1.5,1.3,3333,371,18,56,55,3833,16.7
42049011503,049,Erie County,011503,"Census Tract 115.03, Erie County, Pennsylvania",2021,54779.0,6.4,20.4,17.9,12.4,3948,45.8,95.4,1.4,0.6,1.2,1.4,3768,57,22,48,53,3948,10.4
42049011508,049,Erie County,011508,"Census Tract 115.08, Erie County, Pennsylvania",2021,77645.0,6.9,19.7,15.3,3.8,5104,48.3,91.0,0.0,1.6,5.3,2.1,4645,0,82,272,105,5104,5.5
42049011509,049,Erie County,011509,"Census Tract 115.09, Erie County, Pennsylvania",2021,69142.0,16.8,16.3,2.2,6.9,2740,46.8,95.1,0.3,2.5,0.0,2.1,2606,9,68,0,57,2740,8.3
42049011510,049,Erie County,011510,"Census Tract 115.10, Erie County, Pennsylvania",2021,82138.0,8.3,17.1,7.8,0.4,2658,53.2,97.0,0.8,0.9,0.8,0.5,2579,22,25,20,12,2658,6.4
42049011511,049,Erie County,011511,"Census Tract 115.11, Erie County, Pennsylvania",2021,,53.4,25.3,65.1,20.3,2215,19.5,80.9,3.7,0.4,13.1,1.9,1791,82,8,290,44,2215,5.5
42049011600,049,Erie County,011600,"Census Tract 116, Erie County, Pennsylvania",2021,58336.0,18.7,13.4,19.1,8.8,4134,39.4,89.1,0.4,2.8,0.6,7.1,3682,18,117,26,291,4134,21.5
42049011701,049,Erie County,011701,"Census Tract 117.01, Erie County, Pennsylvania",2021,67583.0,5.2,23.8,7.2,5.8,3026,42.2,87.2,3.7,7.0,0.6,1.5,2638,112,212,19,45,3026,10.0
42049011702,049,Erie County,011702,"Census Tract 117.02, Erie County, Pennsylvania",2021,78080.0,3.9,9.0,0.0,4.8,5525,40.7,93.1,1.0,3.9,0.0,2.0,5142,54,215,0,114,5525,16.0
42049011801,049,Erie County,011801,"Census Tract 118.01, Erie County, Pennsylvania",2021,65543.0,5.6,12.3,4.8,4.0,2847,36.0,97.6,0.0,1.4,0.2,0.8,2780,1,40,6,20,2847,15.0
42049011802,049,Erie County,011802,"Census Tract 118.02, Erie County, Pennsylvania",2021,63381.0,8.2,14.7,5.0,2.3,2832,49.6,97.9,0.1,0.7,0.7,0.6,2772,2,21,19,18,2832,10.8
42049011900,049,Erie County,011900,"Census Tract 119, Erie County, Pennsylvania",2021,37192.0,28.3,16.0,30.9,19.6,6251,38.4,86.1,3.5,3.4,0.5,6.5,5383,218,212,29,409,6251,30.3
42049012001,049,Erie County,012001,"Census Tract 120.01, Erie County, Pennsylvania",2021,71125.0,5.8,16.7,29.9,1.6,2605,51.4,94.7,0.0,2.8,1.0,1.5,2467,1,74,27,36,2605,12.4
42049012002,049,Erie County,012002,"Census Tract 120.02, Erie County, Pennsylvania",2021,42292.0,20.1,6.2,13.7,18.1,2976,46.2,94.2,0.0,3.6,0.0,2.2,2804,0,107,0,65,2976,28.6
42049012100,049,Erie County,012100,"Census Tract 121, Erie County, Pennsylvania",2021,67955.0,9.9,10.4,24.2,3.3,6950,47.5,94.3,0.1,3.7,0.5,1.4,6553,6,260,34,97,6950,11.7
42049012201,049,Erie County,012201,"Census Tract 122.01, Erie County, Pennsylvania",2021,75673.0,9.6,22.7,38.8,6.8,5855,43.6,94.5,1.2,3.1,0.0,1.2,5533,70,180,0,72,5855,15.8
42049012202,049,Erie County,012202,"Census Tract 122.02, Erie County, Pennsylvania",2021,36695.0,24.7,41.4,37.1,5.5,5097,27.0,95.3,1.3,0.9,1.3,1.2,4855,65,45,65,67,5097,10.2
42049012400,049,Erie County,012400,"Census Tract 124, Erie County, Pennsylvania",2021,63424.0,11.6,21.6,14.4,10.9,1469,48.8,85.4,1.8,1.0,0.9,10.9,1255,27,14,13,160,1469,15.4
42053530100,053,Forest County,530100,"Census Tract 5301, Forest County, Pennsylvania",2021,41563.0,15.7,7.1,3.9,5.1,4518,38.6,58.3,28.0,6.6,2.2,4.9,2633,1263,296,101,225,4518,20.0
42053530200,053,Forest County,530200,"Census Tract 5302, Forest County, Pennsylvania",2021,47250.0,17.4,10.9,7.6,4.5,2603,59.4,95.7,0.0,3.2,0.7,0.4,2492,0,84,19,8,2603,13.9
42065950100,065,Jefferson County,950100,"Census Tract 9501, Jefferson County, Pennsylvania",2021,45543.0,17.5,11.2,6.0,8.4,2100,48.3,95.5,0.0,0.0,0.0,4.5,2006,0,0,0,94,2100,18.0
42065950200,065,Jefferson County,950200,"Census Tract 9502, Jefferson County, Pennsylvania",2021,61324.0,13.8,7.8,12.3,4.3,3163,43.7,97.4,1.2,0.4,0.0,1.0,3080,37,14,0,32,3163,10.5
42065950300,065,Jefferson County,950300,"Census Tract 9503, Jefferson County, Pennsylvania",2021,56544.0,11.5,9.4,15.1,5.6,5333,49.3,97.6,0.4,0.4,0.2,1.4,5206,21,19,13,74,5333,11.9
42065950400,065,Jefferson County,950400,"Census Tract 9504, Jefferson County, Pennsylvania",2021,55929.0,14.0,10.5,5.6,5.3,1810,36.9,95.6,0.4,0.1,0.0,3.9,1730,7,2,0,71,1810,12.8
42065950500,065,Jefferson County,950500,"Census Tract 9505, Jefferson County, Pennsylvania",2021,56544.0,14.6,23.3,18.0,6.8,2172,39.1,91.6,0.3,6.9,0.0,1.2,1989,7,150,0,26,2172,23.2
42065950600,065,Jefferson County,950600,"Census Tract 9506, Jefferson County, Pennsylvania",2021,60762.0,9.9,10.0,18.3,4.2,5649,43.6,96.6,0.7,1.2,0.0,1.5,5459,37,65,0,88,5649,12.4
42065950700,065,Jefferson County,950700,"Census Tract 9507, Jefferson County, Pennsylvania",2021,40809.0,18.1,6.7,24.8,10.8,2568,37.4,94.5,1.6,0.9,0.9,2.1,2428,42,23,22,53,2568,27.2
42065950800,065,Jefferson County,950800,"Census Tract 9508, Jefferson County, Pennsylvania",2021,53365.0,12.7,9.7,5.8,5.4,3508,48.2,96.9,0.0,0.2,0.0,2.9,3399,0,8,0,101,3508,14.3
42065950900,065,Jefferson County,950900,"Census Tract 9509, Jefferson County, Pennsylvania",2021,61389.0,12.2,11.6,12.3,4.1,4273,46.2,96.4,0.0,1.3,0.1,2.2,4120,0,57,5,91,4273,10.4
42065951000,065,Jefferson County,951000,"Census Tract 9510, Jefferson County, Pennsylvania",2021,52063.0,18.4,7.4,8.3,17.4,4414,32.9,96.9,0.3,0.8,0.0,2.0,4275,12,34,0,93,4414,9.2
42065951100,065,Jefferson County,951100,"Census Tract 9511, Jefferson County, Pennsylvania",2021,52861.0,8.3,13.5,12.0,3.9,3708,48.7,97.6,0.3,0.4,0.0,1.7,3619,11,16,0,62,3708,10.6
42065951200,065,Jefferson County,951200,"Census Tract 9512, Jefferson County, Pennsylvania",2021,38642.0,30.0,10.2,20.5,11.5,3527,40.5,97.7,0.3,1.0,0.9,0.1,3447,12,35,30,3,3527,31.7
42065951300,065,Jefferson County,951300,"Census Tract 9513, Jefferson County, Pennsylvania",2021,41209.0,14.6,14.3,17.6,15.4,2266,56.6,95.9,0.2,0.7,2.1,1.1,2173,4,16,48,25,2266,15.3
42083420100,083,McKean County,420100,"Census Tract 4201, McKean County, Pennsylvania",2021,67589.0,5.7,19.6,30.1,4.1,3312,47.3,95.3,0.0,0.9,2.1,1.7,3157,0,30,71,54,3312,8.2
42083420200,083,McKean County,420200,"Census Tract 4202, McKean County, Pennsylvania",2021,21600.0,38.5,9.1,31.9,35.9,2963,36.4,89.8,0.1,2.5,0.0,7.6,2660,3,73,0,227,2963,48.8
42083420300,083,McKean County,420300,"Census Tract 4203, McKean County, Pennsylvania",2021,42005.0,26.8,12.4,16.8,13.5,2354,37.2,95.9,1.3,1.1,0.0,1.7,2257,30,26,0,41,2354,33.4
42083420400,083,McKean County,420400,"Census Tract 4204, McKean County, Pennsylvania",2021,47664.0,17.9,14.6,17.5,9.0,2596,45.6,90.9,0.5,5.3,0.8,2.5,2359,14,137,20,66,2596,10.5
42083420500,083,McKean County,420500,"Census Tract 4205, McKean County, Pennsylvania",2021,57917.0,10.4,14.0,0.0,2.2,2858,47.2,98.9,0.0,0.7,0.0,0.4,2827,0,19,0,12,2858,18.7
42083420600,083,McKean County,420600,"Census Tract 4206, McKean County, Pennsylvania",2021,52943.0,13.3,9.8,14.4,3.2,5126,49.2,98.9,0.2,0.4,0.2,0.3,5068,9,18,9,22,5126,11.7
42083420700,083,McKean County,420700,"Census Tract 4207, McKean County, Pennsylvania",2021,60111.0,15.6,11.7,25.4,4.2,4336,42.1,93.9,0.5,1.6,0.3,3.7,4070,22,71,15,158,4336,18.9
42083420800,083,McKean County,420800,"Census Tract 4208, McKean County, Pennsylvania",2021,58500.0,12.6,11.2,8.0,5.4,3803,45.9,96.4,0.5,1.8,0.1,1.2,3667,20,68,3,45,3803,11.2
42083420900,083,McKean County,420900,"Census Tract 4209, McKean County, Pennsylvania",2021,49638.0,8.9,13.1,12.5,6.0,1867,48.4,91.3,0.0,0.0,0.0,8.7,1704,0,0,0,163,1867,16.6
42083421000,083,McKean County,421000,"Census Tract 4210, McKean County, Pennsylvania",2021,63648.0,10.0,12.2,30.2,5.1,5591,36.8,77.0,13.7,6.7,0.4,2.2,4307,764,377,21,122,5591,10.2
42083421100,083,McKean County,421100,"Census Tract 4211, McKean County, Pennsylvania",2021,41897.0,14.7,9.6,2.6,7.7,3498,46.6,97.1,0.1,1.2,0.0,1.6,3395,3,42,0,58,3498,22.4
42083421200,083,McKean County,421200,"Census Tract 4212, McKean County, Pennsylvania",2021,57554.0,6.7,17.3,4.2,3.6,2348,42.3,93.4,2.1,3.2,0.7,0.6,2193,49,74,17,15,2348,6.7
42121200000,121,Venango County,200000,"Census Tract 2000, Venango County, Pennsylvania",2021,55706.0,13.3,11.4,16.3,2.3,3064,49.6,97.7,0.2,0.6,0.7,0.8,2993,5,19,20,27,3064,10.7
42121200100,121,Venango County,200100,"Census Tract 2001, Venango County, Pennsylvania",2021,57558.0,11.6,11.0,28.6,2.3,3706,47.9,95.8,0.0,1.3,0.6,2.3,3552,0,49,22,83,3706,17.1
42121200201,121,Venango County,200201,"Census Tract 2002.01, Venango County, Pennsylvania",2021,62724.0,14.9,12.0,22.2,5.3,3418,51.3,96.5,0.5,0.7,0.1,2.2,3297,17,23,4,77,3418,12.8
42121200202,121,Venango County,200202,"Census Tract 2002.02, Venango County, Pennsylvania",2021,82128.0,1.7,21.9,16.5,2.8,2073,53.1,91.4,2.6,1.2,0.8,4.0,1894,54,25,16,84,2073,4.6
42121200300,121,Venango County,200300,"Census Tract 2003, Venango County, Pennsylvania",2021,39265.0,30.2,7.8,30.1,10.7,1543,45.3,93.0,3.4,0.5,0.0,3.1,1435,53,7,0,48,1543,28.4
42121200400,121,Venango County,200400,"Census Tract 2004, Venango County, Pennsylvania",2021,60423.0,12.3,18.8,13.7,15.4,2264,46.4,91.7,3.8,1.1,0.7,2.7,2076,85,25,15,63,2264,26.9
42121200500,121,Venango County,200500,"Census Tract 2005, Venango County, Pennsylvania",2021,52917.0,11.5,10.9,16.1,6.2,2321,43.5,87.4,6.0,0.7,1.0,4.9,2029,139,16,23,114,2321,14.2
42121200600,121,Venango County,200600,"Census Tract 2006, Venango County, Pennsylvania",2021,53026.0,10.5,8.9,17.7,4.3,4864,55.6,98.6,0.3,0.6,0.0,0.5,4798,15,28,0,23,4864,14.6
42121200700,121,Venango County,200700,"Census Tract 2007, Venango County, Pennsylvania",2021,30366.0,25.0,7.0,11.1,27.5,1783,40.0,91.5,3.1,3.8,0.0,1.6,1631,55,67,0,30,1783,51.1
42121200800,121,Venango County,200800,"Census Tract 2008, Venango County, Pennsylvania",2021,51098.0,18.7,24.0,15.1,5.1,2562,41.9,93.8,0.7,3.0,0.5,2.0,2403,17,78,12,52,2562,16.2
42121200900,121,Venango County,200900,"Census Tract 2009, Venango County, Pennsylvania",2021,44563.0,13.5,13.8,22.5,12.1,2286,36.8,92.4,1.4,2.3,0.0,3.9,2113,32,52,0,89,2286,31.7
42121201000,121,Venango County,201000,"Census Tract 2010, Venango County, Pennsylvania",2021,55919.0,12.2,15.2,9.0,9.1,3054,43.7,97.3,0.3,0.1,0.0,2.3,2973,10,4,0,67,3054,27.2
42121201100,121,Venango County,201100,"Census Tract 2011, Venango County, Pennsylvania",2021,65174.0,12.3,11.8,12.2,1.8,4511,48.6,94.7,0.9,0.4,0.1,3.9,4271,41,16,5,178,4511,14.6
42121201200,121,Venango County,201200,"Census Tract 2012, Venango County, Pennsylvania",2021,55000.0,10.6,12.1,14.4,4.7,2939,50.3,95.2,0.3,1.2,0.9,2.4,2798,9,34,27,71,2939,16.5
42121201300,121,Venango County,201300,"Census Tract 2013, Venango County, Pennsylvania",2021,62074.0,12.8,16.7,20.3,9.2,3394,49.3,94.1,0.4,1.9,0.4,3.2,3193,12,66,12,111,3394,20.8
42121201400,121,Venango County,201400,"Census Tract 2014, Venango County, Pennsylvania",2021,60881.0,11.3,9.5,1.9,7.8,3825,44.7,95.4,0.1,1.0,0.8,2.7,3650,3,37,29,106,3825,11.7
42121201500,121,Venango County,201500,"Census Tract 2015, Venango County, Pennsylvania",2021,54702.0,9.5,12.2,17.4,7.3,3203,51.4,96.3,0.2,0.5,1.0,2.0,3086,8,17,31,61,3203,12.4
42123970100,123,Warren County,970100,"Census Tract 9701, Warren County, Pennsylvania",2021,60509.0,16.2,8.8,8.9,2.7,2229,45.4,98.6,0.0,0.5,0.0,0.9,2198,0,12,0,19,2229,11.5
